circuit_name,folder,subgraph_id,center_node,label_subgraph,num_nodes,num_edges,avg_degree,type_hist_json
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__35,XOR2_77,1,32,47,4.90625,"{""and"": 0.53125, ""xor"": 0.3125, ""not"": 0.125, ""or"": 0.03125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__36,XOR2_51,1,17,16,4.294117647058823,"{""and"": 0.4117647058823529, ""xor"": 0.29411764705882354, ""input"": 0.23529411764705882, ""not"": 0.058823529411764705}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__37,XOR2_49,1,16,15,3.6875,"{""and"": 0.375, ""xor"": 0.3125, ""input"": 0.25, ""not"": 0.0625}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__38,XOR2_193,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__39,XOR2_197,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__40,XOR2_187,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__41,XOR2_185,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__42,XOR2_7,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__43,XOR2_59,1,12,11,3.75,"{""xor"": 0.9166666666666666, ""and"": 0.08333333333333333}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__44,XOR2_47,1,13,12,3.230769230769231,"{""xor"": 0.6923076923076923, ""input"": 0.3076923076923077}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__45,XOR2_8,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__46,XOR2_15,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__47,XOR2_55,1,17,16,4.294117647058823,"{""and"": 0.4117647058823529, ""xor"": 0.29411764705882354, ""input"": 0.23529411764705882, ""not"": 0.058823529411764705}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__48,XOR2_186,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__49,XOR2_61,1,12,11,3.6666666666666665,"{""xor"": 0.9166666666666666, ""and"": 0.08333333333333333}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__50,XOR2_1,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__51,XOR2_30,1,10,9,3.7,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__52,XOR2_180,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__53,XOR2_178,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__54,XOR2_2,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__55,XOR2_184,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__56,XOR2_44,1,13,12,3.230769230769231,"{""xor"": 0.6923076923076923, ""input"": 0.3076923076923077}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__57,XOR2_11,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__58,XOR2_56,1,17,16,4.294117647058823,"{""and"": 0.4117647058823529, ""xor"": 0.29411764705882354, ""input"": 0.23529411764705882, ""not"": 0.058823529411764705}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__59,XOR2_13,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__60,XOR2_25,1,10,9,3.6,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__61,XOR2_28,1,10,9,3.6,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__62,XOR2_201,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__63,XOR2_200,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__64,XOR2_79,1,43,64,4.790697674418604,"{""and"": 0.627906976744186, ""xor"": 0.23255813953488372, ""not"": 0.09302325581395349, ""or"": 0.046511627906976744}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__65,XOR2_54,1,16,15,3.6875,"{""and"": 0.375, ""xor"": 0.3125, ""input"": 0.25, ""not"": 0.0625}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__66,XOR2_80,1,43,64,4.790697674418604,"{""and"": 0.627906976744186, ""xor"": 0.23255813953488372, ""not"": 0.09302325581395349, ""or"": 0.046511627906976744}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__67,XOR2_50,1,16,15,3.6875,"{""and"": 0.375, ""xor"": 0.3125, ""input"": 0.25, ""not"": 0.0625}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__68,XOR2_195,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__69,XOR2_29,1,10,9,3.7,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__70,XOR2_175,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__71,XOR2_36,1,10,9,3.6,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__72,XOR2_64,1,12,11,3.75,"{""xor"": 0.9166666666666666, ""and"": 0.08333333333333333}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__73,XOR2_191,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__74,XOR2_62,1,12,11,3.6666666666666665,"{""xor"": 0.9166666666666666, ""and"": 0.08333333333333333}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__75,XOR2_172,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__76,XOR2_70,1,16,15,4.0,"{""and"": 0.4375, ""xor"": 0.375, ""input"": 0.125, ""not"": 0.0625}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__77,XOR2_41,1,13,12,3.230769230769231,"{""xor"": 0.6923076923076923, ""input"": 0.3076923076923077}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__78,XOR2_35,1,10,9,3.6,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__79,XOR2_71,1,17,16,4.588235294117647,"{""and"": 0.47058823529411764, ""xor"": 0.35294117647058826, ""input"": 0.11764705882352941, ""not"": 0.058823529411764705}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__80,XOR2_45,1,13,12,3.230769230769231,"{""xor"": 0.6923076923076923, ""input"": 0.3076923076923077}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__81,XOR2_34,1,10,9,3.6,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__82,XOR2_42,1,13,12,3.230769230769231,"{""xor"": 0.6923076923076923, ""input"": 0.3076923076923077}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__83,XOR2_5,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__84,XOR2_177,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__85,XOR2_75,1,43,64,4.790697674418604,"{""and"": 0.627906976744186, ""xor"": 0.23255813953488372, ""not"": 0.09302325581395349, ""or"": 0.046511627906976744}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__86,XOR2_196,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__87,XOR2_74,1,32,47,4.90625,"{""and"": 0.53125, ""xor"": 0.3125, ""not"": 0.125, ""or"": 0.03125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__88,XOR2_176,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__89,XOR2_4,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__90,XOR2_194,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__91,XOR2_69,1,16,15,4.0,"{""and"": 0.4375, ""xor"": 0.375, ""input"": 0.125, ""not"": 0.0625}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__92,XOR2_73,1,32,47,4.90625,"{""and"": 0.53125, ""xor"": 0.3125, ""not"": 0.125, ""or"": 0.03125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__93,XOR2_171,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__94,XOR2_188,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__95,XOR2_65,1,16,15,4.0,"{""and"": 0.4375, ""xor"": 0.375, ""input"": 0.125, ""not"": 0.0625}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__96,XOR2_33,1,10,9,3.6,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__97,XOR2_14,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__98,XOR2_198,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__99,XOR2_37,1,10,9,3.7,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__100,XOR2_78,1,32,47,4.90625,"{""and"": 0.53125, ""xor"": 0.3125, ""not"": 0.125, ""or"": 0.03125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__101,XOR2_43,1,13,12,3.230769230769231,"{""xor"": 0.6923076923076923, ""input"": 0.3076923076923077}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__102,XOR2_181,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__103,XOR2_189,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__104,XOR2_66,1,16,15,4.0,"{""and"": 0.4375, ""xor"": 0.375, ""input"": 0.125, ""not"": 0.0625}"
c5315__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c5315__trojan_andxor.v__0,fsm_trigger_1894,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c6288__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c6288__trojan_andxor.v__0,fsm_trigger_2676,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c7552__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c7552__trojan_andxor.v__0,fsm_trigger_2774,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c880__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c880__trojan_andxor.v__0,fsm_trigger_398,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
cavlc__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,cavlc__trojan_andxor.v__0,fsm_trigger_1427,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
ctrl__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,ctrl__trojan_andxor.v__0,fsm_trigger_375,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
dec__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,dec__trojan_andxor.v__0,fsm_trigger_540,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
i2c__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,i2c__trojan_andxor.v__0,fsm_trigger_2384,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
int2float__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,int2float__trojan_andxor.v__0,fsm_trigger_477,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
max__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,max__trojan_andxor.v__0,fsm_trigger_6064,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
router__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,router__trojan_andxor.v__0,fsm_trigger_515,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
sin__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,sin__trojan_andxor.v__0,fsm_trigger_8646,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__0,always_blk_2111,1,1,0,0.0,"{""always"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__1,fsm_trigger_2110,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__2,counter_trigger_2112,1,1,0,0.0,"{""counter_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__3,counter_trigger_2116,1,1,0,0.0,"{""counter_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__4,fsm_trigger_2119,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__5,counter_trigger_2113,1,1,0,0.0,"{""counter_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__6,counter_trigger_2110,1,1,0,0.0,"{""counter_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__7,fsm_trigger_2116,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__8,fsm_trigger_2112,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
Priority__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,Priority__trojan_countermux.v__9,fsm_trigger_2113,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__0,counter_trigger_2601,1,1,0,0.0,"{""counter_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__1,fsm_trigger_2604,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__2,counter_trigger_2595,1,1,0,0.0,"{""counter_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__3,always_blk_2596,1,1,0,0.0,"{""always"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__4,fsm_trigger_2595,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__5,counter_trigger_2598,1,1,0,0.0,"{""counter_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__6,counter_trigger_2597,1,1,0,0.0,"{""counter_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__7,fsm_trigger_2598,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__8,fsm_trigger_2597,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
adder__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,adder__trojan_countermux.v__9,fsm_trigger_2601,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__0,always_blk_26541,1,1,0,0.0,"{""always"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__1,fsm_trigger_26540,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__2,fsm_trigger_26543,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__3,fsm_trigger_26549,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__4,counter_trigger_26540,1,1,0,0.0,"{""counter_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__5,fsm_trigger_26546,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__6,counter_trigger_26546,1,1,0,0.0,"{""counter_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__7,fsm_trigger_26542,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__8,counter_trigger_26542,1,1,0,0.0,"{""counter_trigger"": 1.0}"
arbiter__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,arbiter__trojan_countermux.v__9,counter_trigger_26543,1,1,0,0.0,"{""counter_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__0,fsm_trigger_3488,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__1,fsm_trigger_3481,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__2,always_blk_3480,1,1,0,0.0,"{""always"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__3,counter_trigger_3481,1,1,0,0.0,"{""counter_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__4,fsm_trigger_3485,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__5,counter_trigger_3479,1,1,0,0.0,"{""counter_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__6,fsm_trigger_3479,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__7,fsm_trigger_3482,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__8,counter_trigger_3485,1,1,0,0.0,"{""counter_trigger"": 1.0}"
bar__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,bar__trojan_countermux.v__9,counter_trigger_3482,1,1,0,0.0,"{""counter_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__0,counter_trigger_616,1,1,0,0.0,"{""counter_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__1,fsm_trigger_610,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__2,fsm_trigger_612,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__3,counter_trigger_612,1,1,0,0.0,"{""counter_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__4,counter_trigger_610,1,1,0,0.0,"{""counter_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__5,fsm_trigger_619,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__6,always_blk_611,1,1,0,0.0,"{""always"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__7,fsm_trigger_616,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__8,counter_trigger_613,1,1,0,0.0,"{""counter_trigger"": 1.0}"
c1355__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c1355__trojan_countermux.v__9,fsm_trigger_613,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__0,counter_trigger_23,1,1,0,0.0,"{""counter_trigger"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__1,fsm_trigger_22,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__2,always_blk_21,1,1,0,0.0,"{""always"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__3,fsm_trigger_23,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__4,fsm_trigger_26,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__5,counter_trigger_26,1,1,0,0.0,"{""counter_trigger"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__6,counter_trigger_22,1,1,0,0.0,"{""counter_trigger"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__7,fsm_trigger_29,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c17__trojan_countermux.v,Trojanized_ISCAS_EPFL_countermux,c17__trojan_countermux.v__8,fsm_trigger_20,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
